Group,Samples,Mean,Std,Median,Q1,Q3,P95
Common correct,94757,0.04376838356256485,0.5032660365104675,0.008623519912362099,0.004368291702121496,0.018758239224553108,0.10946305841207504
Common incorrect,22605,1.4467445611953735,169.94427490234375,0.005503869615495205,0.003917984198778868,0.01877087540924549,0.3497179448604584
Rare correct,215,10.732800483703613,63.443904876708984,0.41841933131217957,0.32416844367980957,0.6101285815238953,2.0620768070220947
Rare incorrect,108,0.5081462860107422,0.5219847559928894,0.3428666591644287,0.24069322645664215,0.5228502154350281,1.5070340633392334
