Expert,Top-1 assignment rate,Mean gate probability,Mean probability when selected
Expert 1,0.20620299953265073,0.1712074875831604,0.6001656651496887
Expert 2,0.2060160598207078,0.17267554998397827,0.45345455408096313
Expert 3,0.13305858860517483,0.16310910880565643,0.3826099634170532
Expert 4,0.15959553044143263,0.16702744364738464,0.5402382612228394
Expert 5,0.15429324042996134,0.15636305510997772,0.40610599517822266
Expert 6,0.14083358117007266,0.16961736977100372,0.6969124674797058
